Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL
2018.MMP00181,2018.MMP00181,Incident,North America,2018-02-15,2018,February,1.0,,1,,,1.0,,Unknown,Mixed or unknown,Unknown,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","South Texas Human Rights Center, KIII News","26.9238966, -98.0192018",Northern America,Human skeletal remains found on Brooks County ranch,4.0,http://bit.ly/2o7uCCM
2018.MMP00184,2018.MMP00184,Incident,North America,2018-02-16,2018,February,1.0,,1,,,,,Central America,Mixed or unknown,Honduras,US-Mexico border crossing,"Ranch near Sarita, Kenedy County, Texas, USA",US Border Patrol via Breitbart,"27.22376084, -97.80449793",Northern America,Border Patrol Agents Recover Skeletal Remains of Four Migrants in South Texas,1.0,http://bit.ly/2or86Ef
2018.MMP00190,2018.MMP00190,Incident,North America,2018-02-17,2018,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.08516, -112.74555",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00191,2018.MMP00191,Incident,North America,2018-02-17,2018,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.09678, -111.3952",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00193,2018.MMP00193,Incident,Central America,2018-02-18,2018,February,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, island near Guerrero, Coahuila, Mexico","Zócalo, La Rancherita, La Voz","28.33377153, -100.3059382",Central America,Muere migrante en islote del Río Bravo,3.0,http://bit.ly/2ENrWno
2018.MMP00197,2018.MMP00197,Incident,North America,2018-02-18,2018,February,3.0,,3,,1.0,2.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Private ranch, 10 to 12 miles SW of Fort Davis, Jeff Davis County, Texas, USA",Jeff Davis County Seriff's Office,"30.56280909, -103.9722162",Northern America,,5.0,
2018.MMP00202,2018.MMP00202,Incident,North America,2018-02-20,2018,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"33.4445, -113.184364",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00217,2018.MMP00217,Incident,Central America,2018-02-23,2018,February,1.0,,1,5.0,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"La Rumorosa mountain, Tecate, Baja California, Mexico","Debate, Periódico AM, El Sol de Tijuana","32.59338373, -116.0889803",Central America,"El ""sueño americano"" le quita la vida: muere en La Rumorosa",3.0,http://bit.ly/2oBHalk
2018.MMP00228,2018.MMP00228,Incident,Central America,2018-02-27,2018,February,1.0,2.0,3,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, near International Brigde 1, Piedras Negras, Coahuila, Mexico",Periódico La Voz,"28.70567715, -100.5123358",Central America,Río Bravo se traga a tres,1.0,http://bit.ly/2t4XXm6
2018.MMP00229,2018.MMP00229,Incident,North America,2018-02-27,2018,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.31491, -113.25851",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00230,2018.MMP00230,Incident,North America,2018-02-27,2018,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.31471, -113.25778",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00231,2018.MMP00231,Incident,North America,2018-02-27,2018,February,1.0,,1,,,1.0,,Central America,Drowning,Nicaragua,US-Mexico border crossing,"Río Bravo, near Military Road, Peñitas, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.22438132, -98.44773956",Northern America,,5.0,
2018.MMP00232,2018.MMP00232,Incident,North America,2018-02-28,2018,February,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Irrigation Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.70841027, -115.4652329",Northern America,,5.0,
2018.MMP00234,2018.MMP00234,Incident,North America,2018-02-28,2018,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"La Visnada Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"26.8291611, -98.365447",Northern America,,4.0,
2018.MMP00238,2018.MMP00238,Incident,Central America,2018-03-01,2018,March,1.0,,1,,,1.0,,Central America,Mixed or unknown,Honduras,US-Mexico border crossing,"Reynosa, Tamaulipas, Mexico",La Prensa ,"26.06780372, -98.29909673",Central America,Buscan a familiares de migrante hondureño que murió en México,1.0,http://bit.ly/2FmMpjO
2018.MMP00254,2018.MMP00254,Incident,North America,2018-03-06,2018,March,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Private ranch in Kenedy County, Texas, USA",Kenedy County Sheriff's Office,"26.83995716, -97.85859711",Northern America,,5.0,
2018.MMP00255,2018.MMP00255,Incident,North America,2018-03-07,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, Cage Road and Military Highway, Pharr, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office, CBS 4 News","26.06827888, -98.20875839",Northern America,Sheriff's Office: Male body recovered from Rio Grande in Pharr,5.0,http://bit.ly/2HUgIuX
2018.MMP00258,2018.MMP00258,Incident,North America,2018-03-08,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.01236, -112.73953",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00260,2018.MMP00260,Incident,Central America,2018-03-09,2018,March,1.0,,1,,,1.0,,Central America,Mixed or unknown,Honduras,US-Mexico border crossing,"Body retrieved in Sonora, Mexico","Tele Progreso, El Heraldo","31.27977011, -111.7261451",Central America,"Hallan muerto a inmigrante hondureño en Sonora, México",1.0,https://goo.gl/afHw1T
2018.MMP00263,2018.MMP00263,Incident,North America,2018-03-10,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Dos Palomas Ranch near Falfurrias, Brooks County, Texas, USA",South Texas Human Rights Center,"27.1536729, -98.3172529",Northern America,,4.0,
2018.MMP00268,2018.MMP00268,Incident,Central America,2018-03-11,2018,March,1.0,,1,4.0,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, El Saucito, Coahuila, Mexico","Instituto Nacional de Migración, El Horizonte, Radio Zócalo","28.5352366, -100.4053407",Central America,Arrastra aguas del río Bravo a Migrante,5.0,http://bit.ly/2HtbaHG
2018.MMP00269,2018.MMP00269,Incident,North America,2018-03-11,2018,March,1.0,,1,1.0,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Sunland Park, near Santa Teresa port of entry, Doña Ana County, New Mexico, USA","News 4 San Antonio, ABC, El Diario de El Paso","31.78891415, -106.5919701",Northern America,Man dies after fleeing Border Patrol,3.0,http://bit.ly/2IhUjZw
2018.MMP00276,2018.MMP00276,Incident,Central America,2018-03-13,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico","Debate, Hoy Tamaulipas","26.21650955, -98.45506082",Central America,Muere joven michoacano cuando cruzaba a EUA por el río Bravo,3.0,http://bit.ly/2tJgxAB
2018.MMP00277,2018.MMP00277,Incident,North America,2018-03-13,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.344117, -110.977602",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00278,2018.MMP00278,Incident,North America,2018-03-13,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, near 3325 Green Jay Road, Alamo, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.07368836, -98.13360007",Northern America,,5.0,
2018.MMP00285,2018.MMP00285,Incident,North America,2018-03-15,2018,March,1.0,,1,,,1.0,,South America,Mixed or unknown,Ecuador,US-Mexico border crossing,"Near Sarita, Kennedy County, Texas, USA","El Mañana, 1800 Migrante","27.2217001, -97.7893059",Northern America,Hallan restos óseos y rescatan un ilegal,4.0,https://bit.ly/2pFmOI5
2018.MMP00298,2018.MMP00298,Incident,North America,2018-03-18,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Nicaragua,US-Mexico border crossing,"Unspecified location in the Río Bravo, Texas, USA",La Nueva Radio Ya,"28.77543116, -100.5325561",Northern America,"Repatrían cuerpo de nica que murió ahogado en el río bravo, entre México y Estados Unidos",1.0,https://bit.ly/2GK2uAX
2018.MMP00310,2018.MMP00310,Incident,North America,2018-03-20,2018,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.0645936, -98.1443491",Northern America,,4.0,
2018.MMP00313,2018.MMP00313,Incident,North America,2018-03-21,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.20056, -113.0134",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00314,2018.MMP00314,Incident,North America,2018-03-21,2018,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.30224, -111.57908",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00316,2018.MMP00316,Incident,Central America,2018-03-22,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Honduras,US-Mexico border crossing,"Rio Bravo, La Playita, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, HCH","26.12286364, -98.32509329",Central America,Muere ahogado hondureño en el río Bravo,3.0,https://bit.ly/2pHNXKD
2018.MMP00322,2018.MMP00322,Incident,North America,2018-03-23,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.914025, -111.954156",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00330,2018.MMP00330,Incident,Central America,2018-03-24,2018,March,1.0,,1,,1.0,,,Central America,Violence,Mexico,US-Mexico border crossing,"Body found in Mexicali, Baja California, Mexico","La Jornada, Diario de México","32.6245389, -115.4522623",Central America,Mujer migrante se suicida antes de cruzar la frontera,3.0,https://bit.ly/2pPq6sj
2018.MMP00339,2018.MMP00339,Incident,North America,2018-03-27,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.23522474, -98.52141675",Northern America,,5.0,
2018.MMP00340,2018.MMP00340,Incident,North America,2018-03-27,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.02534, -112.16112",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00341,2018.MMP00341,Incident,North America,2018-03-27,2018,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.371725, -112.86071",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00345,2018.MMP00345,Incident,North America,2018-03-28,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.09068, -112.99006",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00347,2018.MMP00347,Incident,North America,2018-03-28,2018,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, near Garza Avenue / West Military Road, La Joya, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.21810962, -98.48265329",Northern America,,5.0,
2018.MMP00350,2018.MMP00350,Incident,North America,2018-03-29,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.18298778, -98.40559339",Northern America,,5.0,
2018.MMP00353,2018.MMP00353,Incident,North America,2018-03-29,2018,March,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.65360197, -115.6563535",Northern America,,5.0,
2018.MMP00366,2018.MMP00366,Incident,North America,2018-04-01,2018,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"King Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.0348724, -98.0672338",Northern America,,4.0,
2018.MMP00370,2018.MMP00370,Incident,North America,2018-04-02,2018,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.1192579, -98.2291293",Northern America,,4.0,
2018.MMP00372,2018.MMP00372,Incident,North America,2018-04-03,2018,April,1.0,,1,,,1.0,,Central America,Drowning,Honduras,US-Mexico border crossing,"Río Bravo, near 1145 International Boulevard, Hidalgo, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.11688747, -98.26578126",Northern America,,5.0,
2018.MMP00373,2018.MMP00373,Incident,North America,2018-04-03,2018,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, near 1144 International Boulevard, Hidalgo, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office, Desaparecidos y sin reclamar en la frontera","26.11715037, -98.26563276",Northern America,,5.0,https://www.facebook.com/Desaparecidosysinreclamarenlafrontera/posts/1833316786978261
2018.MMP00379,2018.MMP00379,Incident,North America,2018-04-06,2018,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.06248, -112.37983",Northern America,,5.0,http://www.humaneborders.info/
2018.MMP00393,2018.MMP00393,Incident,North America,2018-04-09,2018,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"King Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"26.9768234, -98.0653006",Northern America,,4.0,
